Type,Date,Address,Hotel
Assault,04/04/18 02:30 PM,7300 BLOCK OF VINELAND AV,Hilton Los Angeles Airport
Theft,04/03/18 11:00 PM,00 BLOCK OF VICTORY AND RIVERTON,Hilton Los Angeles Airport
Theft,04/03/18 08:30 PM,9900 BLOCK OF GLENCREST CI,Hilton Los Angeles Airport
Theft,04/03/18 04:00 PM,6300 BLOCK OF CLEON AV,Hilton Los Angeles Airport
Theft,04/03/18 04:00 PM,6300 BLOCK OF CLEON AV,Hilton Los Angeles Airport
Theft,04/02/18 07:40 PM,00 BLOCK OF KITTRIDGE AND DENNY,Hilton Los Angeles Airport
Theft,04/02/18 07:40 PM,00 BLOCK OF KITTRIDGE AND DENNY,Hilton Los Angeles Airport
Theft,04/02/18 06:30 PM,10700 BLOCK OF SHERMAN WY,Hilton Los Angeles Airport
Theft,04/01/18 08:00 PM,10700 BLOCK OF LULL ST,Hilton Los Angeles Airport
Theft,03/30/18 01:00 AM,00 BLOCK OF CAHUENGA AND OXNARD,Hilton Los Angeles Airport
Theft,03/30/18 01:00 AM,00 BLOCK OF CAHUENGA AND OXNARD,Hilton Los Angeles Airport
Theft,03/29/18 11:22 PM,5900 BLOCK OF WILLOWCREST AV,Hilton Los Angeles Airport
Theft,03/28/18 08:50 PM,7800 BLOCK OF SAN FERNANDO RD,Hilton Los Angeles Airport
Theft,03/28/18 08:30 PM,7800 BLOCK OF SAN FERNANDO RD,Hilton Los Angeles Airport
Theft,03/28/18 08:30 PM,7800 BLOCK OF SAN FERNANDO RD,Hilton Los Angeles Airport
Assault,03/28/18 02:50 PM,6200 BLOCK OF CAHUENGA BL,Hilton Los Angeles Airport
Burglary,03/27/18 12:00 PM,7500 BLOCK OF SAN FERNANDO RD,Hilton Los Angeles Airport
Theft,03/26/18 06:30 AM,7100 BLOCK OF VINELAND AV,Hilton Los Angeles Airport
Theft,03/26/18 06:30 AM,7100 BLOCK OF VINELAND AV,Hilton Los Angeles Airport
Theft,03/25/18 09:00 PM,6700 BLOCK OF CLEON AV,Hilton Los Angeles Airport
Theft,03/25/18 03:30 PM,10600 BLOCK OF VICTORY BL,Hilton Los Angeles Airport
Theft,04/11/18 02:00 PM,55XX E PINE ST,Four Points by Sheraton Los Angeles International Airport
Theft,04/11/18 02:00 PM,55XX E PINE ST,Four Points by Sheraton Los Angeles International Airport
Burglary,04/10/18 10:30 PM,66XX E LATIMER PL,Four Points by Sheraton Los Angeles International Airport
Vandalism,04/10/18 10:30 PM,21XX N 073 EA,Four Points by Sheraton Los Angeles International Airport
Robbery,04/10/18 09:20 PM,78XX E ADMIRAL PL,Four Points by Sheraton Los Angeles International Airport
Burglary,04/10/18 07:15 PM,5XX N 078 EA,Four Points by Sheraton Los Angeles International Airport
Burglary,04/10/18 07:15 PM,5XX N 078 EA,Four Points by Sheraton Los Angeles International Airport
Burglary,04/10/18 07:09 PM,66XX E LATIMER PL,Four Points by Sheraton Los Angeles International Airport
Burglary,04/09/18 05:00 PM,65XX E INDEPENDENCE ST,Four Points by Sheraton Los Angeles International Airport
Burglary,04/09/18 07:15 AM,71XX E EASTON PL,Four Points by Sheraton Los Angeles International Airport
Burglary,04/09/18 06:20 AM,13XX N IRVINGTON AV,Four Points by Sheraton Los Angeles International Airport
Assault,04/08/18 09:00 PM,67XX E JASPER ST,Four Points by Sheraton Los Angeles International Airport
Theft,04/07/18 10:48 PM,5XX N 073 EA,Four Points by Sheraton Los Angeles International Airport
Theft,04/07/18 07:06 AM,13XX N 075 EA,Four Points by Sheraton Los Angeles International Airport
Vandalism,04/07/18 07:06 AM,13XX N 075 EA,Four Points by Sheraton Los Angeles International Airport
Assault,04/07/18 12:50 AM,14XX N FULTON AV,Four Points by Sheraton Los Angeles International Airport
Assault,04/06/18 10:46 PM,5XX N 070 EA,Four Points by Sheraton Los Angeles International Airport
Assault,04/06/18 10:30 PM,25XX N YALE AV,Four Points by Sheraton Los Angeles International Airport
Burglary,04/05/18 10:58 PM,78XX E ADMIRAL PL,Four Points by Sheraton Los Angeles International Airport
Theft,04/05/18 12:30 PM,77XX E APACHE ST,Four Points by Sheraton Los Angeles International Airport
Burglary,04/05/18 06:00 AM,62XX E MARSHALL ST,Four Points by Sheraton Los Angeles International Airport
Theft,04/04/18 11:25 PM,73XX E KING PL,Four Points by Sheraton Los Angeles International Airport
Theft,04/04/18 11:25 PM,73XX E KING PL,Four Points by Sheraton Los Angeles International Airport
Theft,04/04/18 05:20 AM,15XX N KINGSTON PL,Four Points by Sheraton Los Angeles International Airport
Theft,04/04/18 05:20 AM,15XX N KINGSTON PL,Four Points by Sheraton Los Angeles International Airport
Vandalism,04/03/18 08:24 PM,74XX E ADMIRAL PL,Four Points by Sheraton Los Angeles International Airport
Burglary,04/03/18 02:50 AM,94XX E ADMIRAL PL,Four Points by Sheraton Los Angeles International Airport
Theft,04/02/18 08:00 PM,69XX E NEWTON ST,Four Points by Sheraton Los Angeles International Airport
Theft,04/02/18 06:00 PM,67XX E HASKELL PL,Four Points by Sheraton Los Angeles International Airport
Theft,04/02/18 07:30 AM,18XX N 106 EA,Four Points by Sheraton Los Angeles International Airport
Burglary,04/02/18 12:30 AM,8XX N SHERIDAN RD,Four Points by Sheraton Los Angeles International Airport
Burglary,04/01/18 01:43 AM,78XX E ADMIRAL PL,Four Points by Sheraton Los Angeles International Airport
Theft,03/31/18 05:00 PM,69XX E PINE ST,Four Points by Sheraton Los Angeles International Airport
Theft,03/31/18 05:00 PM,69XX E PINE ST,Four Points by Sheraton Los Angeles International Airport
Burglary,03/31/18 10:00 AM,108XX E NEWTON ST,Four Points by Sheraton Los Angeles International Airport
Theft,03/30/18 03:30 PM,16XX N 071 EA,Four Points by Sheraton Los Angeles International Airport
Burglary,03/30/18 11:00 AM,65XX E INDEPENDENCE ST,Four Points by Sheraton Los Angeles International Airport
Burglary,03/30/18 09:00 AM,15XX N OXFORD AV,Four Points by Sheraton Los Angeles International Airport
Burglary,03/30/18 09:00 AM,15XX N OXFORD AV,Four Points by Sheraton Los Angeles International Airport
Burglary,03/28/18 09:45 AM,15XX N 066 EA,Four Points by Sheraton Los Angeles International Airport
Burglary,03/28/18 09:45 AM,15XX N 066 EA,Four Points by Sheraton Los Angeles International Airport
Burglary,03/28/18 12:30 AM,10XX N SHERIDAN RD,Four Points by Sheraton Los Angeles International Airport
Theft,03/27/18 02:18 PM,8XX N MINGO RD,Four Points by Sheraton Los Angeles International Airport
Burglary,03/27/18 01:48 PM,62XX E LATIMER PL,Four Points by Sheraton Los Angeles International Airport
Burglary,03/27/18 08:00 AM,15XX N 066 EA,Four Points by Sheraton Los Angeles International Airport
Theft,03/27/18 02:50 AM,0XX N MINGO RD,Four Points by Sheraton Los Angeles International Airport
Burglary,03/27/18 01:14 AM,73XX E ADMIRAL PL,Four Points by Sheraton Los Angeles International Airport
Theft,03/25/18 07:12 PM,96XX E PINE ST,Four Points by Sheraton Los Angeles International Airport
Burglary,03/25/18 02:00 PM,72XX E HASKELL PL,Four Points by Sheraton Los Angeles International Airport
Vandalism,03/25/18 09:00 AM,65XX E PINE PL,Four Points by Sheraton Los Angeles International Airport
Theft,04/11/18 12:00 PM,00 BLOCK OF 6TH AND GRAND,Sheraton Gateway Los Angeles
Theft,04/10/18 08:06 PM,100 BLOCK OF E 9TH ST,Sheraton Gateway Los Angeles
Theft,04/10/18 06:15 PM,300 BLOCK OF E 2ND ST,Sheraton Gateway Los Angeles
Theft,04/10/18 04:50 PM,00 BLOCK OF 6TH ST AND SAN PEDRO ST,Sheraton Gateway Los Angeles
Theft,04/10/18 04:15 PM,400 BLOCK OF E 11TH ST,Sheraton Gateway Los Angeles
Theft,04/10/18 03:30 PM,300 BLOCK OF W 2ND ST,Sheraton Gateway Los Angeles
Theft,04/10/18 02:40 PM,700 BLOCK OF W 7TH ST,Sheraton Gateway Los Angeles
Theft,04/10/18 01:10 PM,700 BLOCK OF S FIGUEROA ST,Sheraton Gateway Los Angeles
Theft,04/10/18 12:55 PM,700 BLOCK OF W 7TH ST,Sheraton Gateway Los Angeles
Assault,04/10/18 11:00 AM,600 BLOCK OF E 5TH ST,Sheraton Gateway Los Angeles
Theft,04/10/18 08:55 AM,100 BLOCK OF JAPANESE VILLAGE PLAZA ML,Sheraton Gateway Los Angeles
Theft,04/10/18 08:30 AM,00 BLOCK OF 9TH ST AND MAPLE,Sheraton Gateway Los Angeles
Robbery,04/10/18 08:05 AM,1100 BLOCK OF WALL ST,Sheraton Gateway Los Angeles
Robbery,04/10/18 12:07 AM,00 BLOCK OF BROADWAY AND 5TH ST,Sheraton Gateway Los Angeles
Assault,04/09/18 11:55 PM,500 BLOCK OF WALL ST,Sheraton Gateway Los Angeles
Theft,04/09/18 10:00 PM,00 BLOCK OF 3RD AND CENTRAL,Sheraton Gateway Los Angeles
Theft,04/09/18 09:30 PM,900 BLOCK OF WHITE KNOLL DR,Sheraton Gateway Los Angeles
Theft,04/09/18 08:30 PM,300 BLOCK OF E 2ND ST,Sheraton Gateway Los Angeles
Theft,04/09/18 05:14 PM,700 BLOCK OF W 7TH ST,Sheraton Gateway Los Angeles
Theft,04/09/18 01:50 PM,800 BLOCK OF S CENTRAL AV,Sheraton Gateway Los Angeles
Theft,04/09/18 11:30 AM,900 BLOCK OF N BROADWAY,Sheraton Gateway Los Angeles
Theft,04/09/18 11:20 AM,600 BLOCK OF S HILL ST,Sheraton Gateway Los Angeles
Theft,04/09/18 11:05 AM,00 BLOCK OF 5TH AND MAPLE,Sheraton Gateway Los Angeles
Theft,04/09/18 09:30 AM,800 BLOCK OF N ALAMEDA ST,Sheraton Gateway Los Angeles
Burglary,04/09/18 09:00 AM,500 BLOCK OF CERES AV,Sheraton Gateway Los Angeles
Theft,04/09/18 08:30 AM,00 BLOCK OF 4TH AND MAIN,Sheraton Gateway Los Angeles
Theft,04/09/18 07:30 AM,400 BLOCK OF E 3RD ST,Sheraton Gateway Los Angeles
Theft,04/09/18 06:30 AM,900 BLOCK OF S FIGUEROA ST,Sheraton Gateway Los Angeles
Robbery,04/09/18 03:20 AM,300 BLOCK OF E 7TH ST,Sheraton Gateway Los Angeles
Burglary,04/09/18 12:30 AM,00 BLOCK OF GATEWAY PLAZA DR,Sheraton Gateway Los Angeles
Theft,04/08/18 10:15 PM,1200 BLOCK OF N ALAMEDA ST,Sheraton Gateway Los Angeles
Robbery,04/08/18 09:00 PM,00 BLOCK OF 7TH AND CERES,Sheraton Gateway Los Angeles
Theft,04/08/18 08:30 PM,00 BLOCK OF BOYLSTON AND MIRAMAR,Sheraton Gateway Los Angeles
Assault,04/08/18 08:30 PM,500 BLOCK OF S SAN PEDRO ST,Sheraton Gateway Los Angeles
Theft,04/08/18 08:00 PM,700 BLOCK OF W 7TH ST,Sheraton Gateway Los Angeles
Theft,04/08/18 06:30 PM,300 BLOCK OF N MISSION RD,Sheraton Gateway Los Angeles
Theft,04/08/18 06:30 PM,300 BLOCK OF N MISSION RD,Sheraton Gateway Los Angeles
Theft,04/08/18 05:25 PM,00 BLOCK OF 7TH AND MAPLE,Sheraton Gateway Los Angeles
Theft,04/08/18 03:30 PM,700 BLOCK OF W 7TH ST,Sheraton Gateway Los Angeles
Theft,04/08/18 03:00 PM,900 BLOCK OF MAPLE AV,Sheraton Gateway Los Angeles
Assault,04/08/18 01:26 PM,700 BLOCK OF S FIGUEROA ST,Sheraton Gateway Los Angeles
Robbery,04/08/18 12:30 PM,00 BLOCK OF 7TH AND SAN JULIAN,Sheraton Gateway Los Angeles
Theft,04/08/18 12:00 PM,00 BLOCK OF 7TH AND SAN PEDRO,Sheraton Gateway Los Angeles
Theft,04/08/18 12:00 PM,800 BLOCK OF S OLIVE ST,Sheraton Gateway Los Angeles
Robbery,04/08/18 10:50 AM,600 BLOCK OF TOWNE AV,Sheraton Gateway Los Angeles
Burglary,04/08/18 08:00 AM,500 BLOCK OF S SAN PEDRO ST,Sheraton Gateway Los Angeles
Theft,04/08/18 03:25 AM,00 BLOCK OF 7TH ST AND GRAND AV,Sheraton Gateway Los Angeles
Robbery,04/07/18 11:30 PM,600 BLOCK OF S SPRING ST,Sheraton Gateway Los Angeles
Burglary,04/07/18 09:00 PM,900 BLOCK OF S OLIVE ST,Sheraton Gateway Los Angeles
Assault,04/07/18 05:35 PM,00 BLOCK OF 5TH ST AND HILL ST,Sheraton Gateway Los Angeles
Theft,04/10/18 10:57 AM,00 BLOCK ARRIVALS RD,Crowne Plaza Los Angeles International Airport Hotel
Theft,04/09/18 10:13 AM,8400 BLOCK MADISON PL,Crowne Plaza Los Angeles International Airport Hotel
Theft,04/08/18 04:52 PM,8800 BLOCK BARTRAM AVE,Crowne Plaza Los Angeles International Airport Hotel
Theft,04/08/18 04:47 AM,4500 BLOCK ISLAND AV,Crowne Plaza Los Angeles International Airport Hotel
Other,04/07/18 09:46 AM,00 BLOCK OF PIA WAY,Crowne Plaza Los Angeles International Airport Hotel
Other,04/07/18 09:37 AM,8400 BLOCK BRUNSWICK PL,Crowne Plaza Los Angeles International Airport Hotel
Theft,04/07/18 06:11 AM,TERMINAL C,Crowne Plaza Los Angeles International Airport Hotel
Theft,04/06/18 01:46 PM,00 BLOCK PIA WAY,Crowne Plaza Los Angeles International Airport Hotel
Theft,04/05/18 01:25 PM,00 BLOCK OF PIA WAY,Crowne Plaza Los Angeles International Airport Hotel
Other,04/04/18 11:04 PM,TERMINAL B/BAGGAGE CLAIM,Crowne Plaza Los Angeles International Airport Hotel
Other,04/04/18 11:03 PM,TERMINAL B/BAGGAGE CLAIM,Crowne Plaza Los Angeles International Airport Hotel
Theft,04/04/18 12:05 PM,4300 BLOCK ISLAND AV,Crowne Plaza Los Angeles International Airport Hotel
Theft,04/04/18 09:46 AM,00 BLOCK OF PIA WAY,Crowne Plaza Los Angeles International Airport Hotel
Theft,04/03/18 08:31 AM,B/C CONNECTOR,Crowne Plaza Los Angeles International Airport Hotel
Theft,04/02/18 12:47 PM,F BAGGAGE,Crowne Plaza Los Angeles International Airport Hotel
Theft,04/01/18 06:14 PM,PIA D9,Crowne Plaza Los Angeles International Airport Hotel
Theft,03/31/18 09:20 PM,00 BLOCK ARRIVAL RD NATALA,Crowne Plaza Los Angeles International Airport Hotel
Assault,03/30/18 11:36 PM,9000 BLOCK TINICUM BLVD,Crowne Plaza Los Angeles International Airport Hotel
Theft,03/30/18 06:50 AM,00 BLOCK OF PIA WAY,Crowne Plaza Los Angeles International Airport Hotel
Vandalism,03/29/18 04:59 AM,00 BLOCK OF PIA WAY,Crowne Plaza Los Angeles International Airport Hotel
Theft,03/28/18 10:33 AM,B CHECKPOINT,Crowne Plaza Los Angeles International Airport Hotel
Theft,03/27/18 10:20 AM,TERMINAL B,Crowne Plaza Los Angeles International Airport Hotel
Theft,03/27/18 09:06 AM,8400 BLOCK EXECUTIVE AV,Crowne Plaza Los Angeles International Airport Hotel
Theft,03/27/18 07:10 AM,00 BLOCK PIA WAY,Crowne Plaza Los Angeles International Airport Hotel
Theft,03/27/18 07:09 AM,00 BLOCK PIA WAY,Crowne Plaza Los Angeles International Airport Hotel
Theft,03/27/18 05:52 AM,00 BLOCK PIA WAY,Crowne Plaza Los Angeles International Airport Hotel
Robbery,03/27/18 02:00 AM,00 BLOCK OF PIA WAY,Crowne Plaza Los Angeles International Airport Hotel
Robbery,03/27/18 01:59 AM,00 BLOCK OF PIA WAY,Crowne Plaza Los Angeles International Airport Hotel
Theft,03/26/18 06:16 AM,BUDGET CAR RENT,Crowne Plaza Los Angeles International Airport Hotel
Theft,03/25/18 09:11 PM,8200 BLOCK BARTRAM AV,Crowne Plaza Los Angeles International Airport Hotel
Arrest,03/24/18 11:49 PM,3800 BLOCK ISLAND AVE,Crowne Plaza Los Angeles International Airport Hotel
Theft,03/24/18 03:56 AM,00 BLOCK PIA WAY,Crowne Plaza Los Angeles International Airport Hotel
Theft,04/11/18 12:00 PM,3200 BLOCK OF CAHUENGA BL,Hilton Los Angeles Universal City
Theft,04/10/18 11:30 PM,10900 BLOCK OF FRUITLAND DR,Hilton Los Angeles Universal City
Theft,04/10/18 08:00 PM,10900 BLOCK OF FRUITLAND DR,Hilton Los Angeles Universal City
Burglary,04/09/18 01:15 AM,10600 BLOCK OF RIVERSIDE DR,Hilton Los Angeles Universal City
Theft,04/08/18 12:00 PM,00 BLOCK OF BARHAM BL AND FOREST LAWN DR,Hilton Los Angeles Universal City
Theft,04/07/18 05:00 AM,10900 BLOCK OF WHIPPLE ST,Hilton Los Angeles Universal City
Theft,04/06/18 06:00 PM,10900 BLOCK OF WHIPPLE ST,Hilton Los Angeles Universal City
Theft,04/06/18 11:00 AM,10500 BLOCK OF RIVERSIDE DR,Hilton Los Angeles Universal City
Theft,04/06/18 11:00 AM,10500 BLOCK OF RIVERSIDE DR,Hilton Los Angeles Universal City
Robbery,04/06/18 09:40 AM,4300 BLOCK OF LANKERSHIM BL,Hilton Los Angeles Universal City
Theft,04/05/18 07:30 PM,4000 BLOCK OF LANKERSHIM BL,Hilton Los Angeles Universal City
Theft,04/04/18 11:00 AM,3300 BLOCK OF BARHAM BL,Hilton Los Angeles Universal City
Theft,04/04/18 11:00 AM,3300 BLOCK OF BARHAM BL,Hilton Los Angeles Universal City
Theft,04/03/18 10:00 PM,10900 BLOCK OF BLUFFSIDE DR,Hilton Los Angeles Universal City
Theft,04/03/18 08:30 PM,3800 BLOCK OF FREDONIA DR,Hilton Los Angeles Universal City
Theft,04/03/18 03:30 PM,6700 BLOCK OF MULHOLLAND DR,Hilton Los Angeles Universal City
Theft,04/03/18 01:00 AM,4000 BLOCK OF RIVERTON AV,Hilton Los Angeles Universal City
Theft,04/02/18 09:30 PM,3200 BLOCK OF CAHUENGA BL,Hilton Los Angeles Universal City
Assault,04/01/18 11:30 PM,3700 BLOCK OF BARHAM BL,Hilton Los Angeles Universal City
Theft,04/01/18 11:00 PM,04300 BLOCK OF E CAHUENGA BL,Hilton Los Angeles Universal City
Robbery,04/01/18 10:40 PM,3700 BLOCK OF CAHUENGA BL,Hilton Los Angeles Universal City
Theft,04/01/18 05:00 PM,4300 BLOCK OF E CAHUENGA BL,Hilton Los Angeles Universal City
Burglary,03/31/18 01:00 PM,3200 BLOCK OF DOS PALOS DR,Hilton Los Angeles Universal City
Burglary,03/31/18 11:30 AM,3600 BLOCK OF BELLFIELD WY,Hilton Los Angeles Universal City
Theft,03/29/18 08:30 PM,4700 BLOCK OF PLACIDIA AV,Hilton Los Angeles Universal City
Theft,03/29/18 08:30 PM,4700 BLOCK OF PLACIDIA AV,Hilton Los Angeles Universal City
Theft,03/29/18 07:00 PM,10900 BLOCK OF FRUITLAND DR,Hilton Los Angeles Universal City
Burglary,03/29/18 05:00 PM,10400 BLOCK OF VALLEY SPRING LN,Hilton Los Angeles Universal City
Theft,03/29/18 03:40 PM,3400 BLOCK OF RIVERSIDE DR,Hilton Los Angeles Universal City
Theft,03/27/18 10:00 PM,00 BLOCK OF VENTURA AND VINELAND,Hilton Los Angeles Universal City
Theft,03/27/18 10:00 PM,00 BLOCK OF VENTURA AND VINELAND,Hilton Los Angeles Universal City
Theft,03/27/18 10:00 PM,4500 BLOCK OF PLACIDIA AV,Hilton Los Angeles Universal City
Theft,03/26/18 11:00 PM,3300 BLOCK OF WONDER VIEW DR,Hilton Los Angeles Universal City
Theft,03/26/18 07:00 PM,10900 BLOCK OF VENTURA BL,Hilton Los Angeles Universal City
Theft,03/26/18 10:45 AM,10800 BLOCK OF VENTURA BL,Hilton Los Angeles Universal City
Theft,03/25/18 04:00 AM,10700 BLOCK OF VENTURA BL,Hilton Los Angeles Universal City
Burglary,03/24/18 10:29 PM,3400 BLOCK OF CAHUENGA BL,Hilton Los Angeles Universal City
Theft,03/24/18 06:00 PM,4000 BLOCK OF LANKERSHIM BL,Hilton Los Angeles Universal City
Theft,03/24/18 05:30 PM,3000 BLOCK OF LAKE HOLLYWOOD DR,Hilton Los Angeles Universal City
Theft,03/24/18 04:00 PM,3300 BLOCK OF TROY DR,Hilton Los Angeles Universal City
Theft,03/24/18 01:30 PM,7200 BLOCK OF MULHOLLAND DR,Hilton Los Angeles Universal City
Theft,03/24/18 01:30 PM,3800 BLOCK OF LANKERSHIM BL,Hilton Los Angeles Universal City
Theft,04/11/18 12:00 PM,00 BLOCK OF 6TH AND GRAND,Hollywood Hotel Los Angeles
Theft,04/10/18 08:06 PM,100 BLOCK OF E 9TH ST,Hollywood Hotel Los Angeles
Theft,04/10/18 06:15 PM,300 BLOCK OF E 2ND ST,Hollywood Hotel Los Angeles
Theft,04/10/18 04:50 PM,00 BLOCK OF 6TH ST AND SAN PEDRO ST,Hollywood Hotel Los Angeles
Theft,04/10/18 04:15 PM,400 BLOCK OF E 11TH ST,Hollywood Hotel Los Angeles
Theft,04/10/18 03:30 PM,300 BLOCK OF W 2ND ST,Hollywood Hotel Los Angeles
Theft,04/10/18 02:40 PM,700 BLOCK OF W 7TH ST,Hollywood Hotel Los Angeles
Theft,04/10/18 01:10 PM,700 BLOCK OF S FIGUEROA ST,Hollywood Hotel Los Angeles
Theft,04/10/18 12:55 PM,700 BLOCK OF W 7TH ST,Hollywood Hotel Los Angeles
Assault,04/10/18 11:00 AM,600 BLOCK OF E 5TH ST,Hollywood Hotel Los Angeles
Theft,04/10/18 08:55 AM,100 BLOCK OF JAPANESE VILLAGE PLAZA ML,Hollywood Hotel Los Angeles
Theft,04/10/18 08:30 AM,00 BLOCK OF 9TH ST AND MAPLE,Hollywood Hotel Los Angeles
Robbery,04/10/18 08:05 AM,1100 BLOCK OF WALL ST,Hollywood Hotel Los Angeles
Robbery,04/10/18 12:07 AM,00 BLOCK OF BROADWAY AND 5TH ST,Hollywood Hotel Los Angeles
Assault,04/09/18 11:55 PM,500 BLOCK OF WALL ST,Hollywood Hotel Los Angeles
Theft,04/09/18 10:00 PM,00 BLOCK OF 3RD AND CENTRAL,Hollywood Hotel Los Angeles
Theft,04/09/18 09:30 PM,900 BLOCK OF WHITE KNOLL DR,Hollywood Hotel Los Angeles
Theft,04/09/18 08:30 PM,300 BLOCK OF E 2ND ST,Hollywood Hotel Los Angeles
Theft,04/09/18 05:14 PM,700 BLOCK OF W 7TH ST,Hollywood Hotel Los Angeles
Theft,04/09/18 01:50 PM,800 BLOCK OF S CENTRAL AV,Hollywood Hotel Los Angeles
Theft,04/09/18 11:30 AM,900 BLOCK OF N BROADWAY,Hollywood Hotel Los Angeles
Theft,04/09/18 11:20 AM,600 BLOCK OF S HILL ST,Hollywood Hotel Los Angeles
Theft,04/09/18 11:05 AM,00 BLOCK OF 5TH AND MAPLE,Hollywood Hotel Los Angeles
Theft,04/09/18 09:30 AM,800 BLOCK OF N ALAMEDA ST,Hollywood Hotel Los Angeles
Burglary,04/09/18 09:00 AM,500 BLOCK OF CERES AV,Hollywood Hotel Los Angeles
Theft,04/09/18 08:30 AM,00 BLOCK OF 4TH AND MAIN,Hollywood Hotel Los Angeles
Theft,04/09/18 07:30 AM,400 BLOCK OF E 3RD ST,Hollywood Hotel Los Angeles
Theft,04/09/18 06:30 AM,900 BLOCK OF S FIGUEROA ST,Hollywood Hotel Los Angeles
Robbery,04/09/18 03:20 AM,300 BLOCK OF E 7TH ST,Hollywood Hotel Los Angeles
Burglary,04/09/18 12:30 AM,00 BLOCK OF GATEWAY PLAZA DR,Hollywood Hotel Los Angeles
Theft,04/08/18 10:15 PM,1200 BLOCK OF N ALAMEDA ST,Hollywood Hotel Los Angeles
Robbery,04/08/18 09:00 PM,00 BLOCK OF 7TH AND CERES,Hollywood Hotel Los Angeles
Theft,04/08/18 08:30 PM,00 BLOCK OF BOYLSTON AND MIRAMAR,Hollywood Hotel Los Angeles
Assault,04/08/18 08:30 PM,500 BLOCK OF S SAN PEDRO ST,Hollywood Hotel Los Angeles
Theft,04/08/18 08:00 PM,700 BLOCK OF W 7TH ST,Hollywood Hotel Los Angeles
Theft,04/08/18 06:30 PM,300 BLOCK OF N MISSION RD,Hollywood Hotel Los Angeles
Theft,04/08/18 06:30 PM,300 BLOCK OF N MISSION RD,Hollywood Hotel Los Angeles
Theft,04/08/18 05:25 PM,00 BLOCK OF 7TH AND MAPLE,Hollywood Hotel Los Angeles
Theft,04/08/18 03:30 PM,700 BLOCK OF W 7TH ST,Hollywood Hotel Los Angeles
Theft,04/08/18 03:00 PM,900 BLOCK OF MAPLE AV,Hollywood Hotel Los Angeles
Assault,04/08/18 01:26 PM,700 BLOCK OF S FIGUEROA ST,Hollywood Hotel Los Angeles
Robbery,04/08/18 12:30 PM,00 BLOCK OF 7TH AND SAN JULIAN,Hollywood Hotel Los Angeles
Theft,04/08/18 12:00 PM,00 BLOCK OF 7TH AND SAN PEDRO,Hollywood Hotel Los Angeles
Theft,04/08/18 12:00 PM,800 BLOCK OF S OLIVE ST,Hollywood Hotel Los Angeles
Robbery,04/08/18 10:50 AM,600 BLOCK OF TOWNE AV,Hollywood Hotel Los Angeles
Burglary,04/08/18 08:00 AM,500 BLOCK OF S SAN PEDRO ST,Hollywood Hotel Los Angeles
Theft,04/08/18 03:25 AM,00 BLOCK OF 7TH ST AND GRAND AV,Hollywood Hotel Los Angeles
Robbery,04/07/18 11:30 PM,600 BLOCK OF S SPRING ST,Hollywood Hotel Los Angeles
Burglary,04/07/18 09:00 PM,900 BLOCK OF S OLIVE ST,Hollywood Hotel Los Angeles
Assault,04/07/18 05:35 PM,00 BLOCK OF 5TH ST AND HILL ST,Hollywood Hotel Los Angeles
Theft,04/10/18 09:00 PM,10600 BLOCK OF FRIAR ST,The Westin Los Angeles Airport
Burglary,04/07/18 10:30 AM,9600 BLOCK OF VIA RIMINI,The Westin Los Angeles Airport
Theft,04/06/18 12:00 PM,5900 BLOCK OF CAHUENGA BL,The Westin Los Angeles Airport
Assault,04/04/18 02:30 PM,7300 BLOCK OF VINELAND AV,The Westin Los Angeles Airport
Theft,04/03/18 11:00 PM,00 BLOCK OF VICTORY AND RIVERTON,The Westin Los Angeles Airport
Theft,04/03/18 08:30 PM,9900 BLOCK OF GLENCREST CI,The Westin Los Angeles Airport
Theft,04/03/18 04:00 PM,6300 BLOCK OF CLEON AV,The Westin Los Angeles Airport
Theft,04/03/18 04:00 PM,6300 BLOCK OF CLEON AV,The Westin Los Angeles Airport
Theft,04/02/18 07:40 PM,00 BLOCK OF KITTRIDGE AND DENNY,The Westin Los Angeles Airport
Theft,04/02/18 07:40 PM,00 BLOCK OF KITTRIDGE AND DENNY,The Westin Los Angeles Airport
Theft,04/02/18 06:30 PM,10700 BLOCK OF SHERMAN WY,The Westin Los Angeles Airport
Theft,04/01/18 08:00 PM,10700 BLOCK OF LULL ST,The Westin Los Angeles Airport
Theft,03/30/18 01:00 AM,00 BLOCK OF CAHUENGA AND OXNARD,The Westin Los Angeles Airport
Theft,03/30/18 01:00 AM,00 BLOCK OF CAHUENGA AND OXNARD,The Westin Los Angeles Airport
Theft,03/29/18 11:22 PM,5900 BLOCK OF WILLOWCREST AV,The Westin Los Angeles Airport
Theft,03/28/18 08:50 PM,7800 BLOCK OF SAN FERNANDO RD,The Westin Los Angeles Airport
Theft,03/28/18 08:30 PM,7800 BLOCK OF SAN FERNANDO RD,The Westin Los Angeles Airport
Theft,03/28/18 08:30 PM,7800 BLOCK OF SAN FERNANDO RD,The Westin Los Angeles Airport
Assault,03/28/18 02:50 PM,6200 BLOCK OF CAHUENGA BL,The Westin Los Angeles Airport
Burglary,03/27/18 12:00 PM,7500 BLOCK OF SAN FERNANDO RD,The Westin Los Angeles Airport
Theft,03/26/18 06:30 AM,7100 BLOCK OF VINELAND AV,The Westin Los Angeles Airport
Theft,03/26/18 06:30 AM,7100 BLOCK OF VINELAND AV,The Westin Los Angeles Airport
